Keyword,Co-occurring Word,Frequency
machine learning,form,10
machine learning,physician,13
machine learning,implement,12
machine learning,built,15
machine learning,roc,11
machine learning,big,12
machine learning,supporting,11
machine learning,around,11
machine learning,rules,11
machine learning,huge,12
stress,the,11
stress,of,11
stress,to,11
stress,for,11
stress,in,11
stress,and,11
stress,this,11
stress,were,10
wearables,support,15
wearables,an,43
wearables,results,29
wearables,has,19
wearables,on,37
wearables,data,37
wearables,is,45
wearables,there,10
wearables,healthcare,14
wearables,sensors,18
wearables,from,31
wearables,new,11
wearables,the,53
wearables,accuracy,15
wearables,of,53
wearables,can,29
wearables,to,53
wearables,devices,20
wearables,for,49
wearables,wearable,41
wearables,in,53
wearables,need,10
wearables,learning,11
wearables,sensor,12
wearables,have,15
wearables,monitoring,16
wearables,and,53
wearables,these,26
wearables,we,34
wearables,used,18
wearables,during,18
wearables,application,14
wearables,machine,12
wearables,use,44
wearables,our,10
wearables,this,47
wearables,using,37
wearables,with,50
wearables,health,39
wearables,analysis,19
wearables,by,37
wearables,systems,14
wearables,positive,10
wearables,design,20
wearables,it,10
wearables,study,22
wearables,based,16
wearables,work,12
wearables,more,14
wearables,which,20
wearables,that,34
wearables,system,17
wearables,help,12
wearables,author,12
wearables,users,14
wearables,future,10
wearables,but,12
wearables,such,23
wearables,as,37
wearables,improve,17
wearables,overall,11
wearables,performance,10
wearables,both,14
wearables,objective,13
wearables,significant,12
wearables,through,12
wearables,focus,12
wearables,information,14
wearables,potential,10
wearables,mobile,24
wearables,human,20
wearables,their,29
wearables,high,10
wearables,ieee,12
wearables,clinical,13
wearables,methods,17
wearables,different,10
wearables,be,24
wearables,are,29
wearables,over,11
wearables,between,20
wearables,at,13
wearables,applications,14
wearables,two,10
wearables,activity,16
wearables,authors,20
wearables,however,12
wearables,address,13
wearables,patients,15
wearables,or,19
wearables,device,17
wearables,research,28
wearables,was,20
wearables,were,16
wearables,also,10
wearables,trackers,11
wearables,digital,13
wearables,medical,12
wearables,participants,13
wearables,they,10
wearables,technology,17
wearables,user,12
wearables,not,19
wearables,rate,13
wearables,measurement,10
wearables,physical,17
wearables,exercise,11
wearables,technologies,14
wearables,while,13
wearables,licensee,13
wearables,switzerland,13
wearables,mdpi,13
wearables,basel,13
wearables,low,11
wearables,paper,12
wearables,related,11
iot,efficiency,22
iot,paper,64
iot,on,88
iot,patient,39
iot,communication,33
iot,data,94
iot,internet,95
iot,resource,13
iot,industry,12
iot,it,61
iot,healthcare,78
iot,the,130
iot,of,130
iot,can,61
iot,to,130
iot,enhance,12
iot,in,127
iot,furthermore,18
iot,sensor,33
iot,specific,13
iot,provides,28
iot,applications,64
iot,monitoring,65
iot,delivery,12
iot,including,17
iot,potential,15
iot,and,130
iot,things,88
iot,types,10
iot,remote,54
iot,into,32
iot,use,69
iot,this,124
iot,authors,36
iot,technologies,40
iot,methods,19
iot,with,101
iot,security,52
iot,challenges,18
iot,care,29
iot,by,95
iot,allows,21
iot,increase,10
iot,time,38
iot,an,97
iot,results,53
iot,has,60
iot,method,18
iot,been,39
iot,requirements,20
iot,propose,38
iot,quality,15
iot,systems,65
iot,efficient,36
iot,is,119
iot,show,24
iot,medical,58
iot,present,23
iot,transmission,13
iot,work,34
iot,based,67
iot,real,16
iot,factor,10
iot,more,24
iot,professionals,12
iot,without,13
iot,critical,15
iot,consumption,25
iot,rate,23
iot,for,123
iot,that,93
iot,decision,11
iot,way,12
iot,proposed,75
iot,improve,19
iot,system,78
iot,solution,31
iot,these,36
iot,reliable,12
iot,we,70
iot,their,37
iot,elsevier,10
iot,patients,57
iot,several,28
iot,high,25
iot,order,27
iot,since,16
iot,services,34
iot,our,34
iot,especially,15
iot,gateway,10
iot,most,21
iot,using,59
iot,being,18
iot,level,15
iot,energy,31
iot,recently,13
iot,concept,13
iot,while,25
iot,technology,34
iot,private,11
iot,blockchain,16
iot,management,24
iot,opportunities,13
iot,wireless,37
iot,network,47
iot,through,24
iot,such,61
iot,smart,54
iot,study,21
iot,secure,30
iot,key,27
iot,networks,21
iot,control,28
iot,model,19
iot,from,57
iot,over,17
iot,between,26
iot,new,41
iot,at,30
iot,uses,29
iot,reliability,12
iot,environments,12
iot,need,16
iot,have,55
iot,nodes,16
iot,algorithms,15
iot,architecture,23
iot,effective,15
iot,developed,19
iot,service,22
iot,proposes,20
iot,however,32
iot,novel,13
iot,people,24
iot,parameters,17
iot,was,22
iot,body,21
iot,heart,15
iot,user,21
iot,home,11
iot,usage,21
iot,its,23
iot,information,44
iot,living,12
iot,collection,11
iot,life,14
iot,cloud,30
iot,electronic,14
iot,as,81
iot,many,23
iot,analyze,13
iot,well,14
iot,each,17
iot,during,15
iot,users,22
iot,or,33
iot,collected,12
iot,node,14
iot,health,77
iot,one,25
iot,providing,21
iot,be,66
iot,records,10
iot,intelligence,15
iot,power,16
iot,simulation,11
iot,artificial,10
iot,sensors,37
iot,devices,67
iot,include,12
iot,which,49
iot,springer,10
iot,part,18
iot,important,16
iot,all,44
iot,limited,13
iot,techniques,20
iot,under,17
iot,remotely,13
iot,performance,39
iot,better,19
iot,existing,32
iot,distributed,18
iot,application,31
iot,author,12
iot,compared,24
iot,environment,29
iot,process,18
iot,utilization,15
iot,monitor,19
iot,article,24
iot,should,13
iot,doctors,21
iot,different,44
iot,approaches,11
iot,approach,16
iot,analysis,32
iot,other,40
iot,protocols,10
iot,number,20
iot,resources,16
iot,are,92
iot,diagnosis,15
iot,computing,31
iot,therefore,19
iot,not,22
iot,shows,12
iot,multiple,19
iot,disease,12
iot,cost,17
iot,also,37
iot,thus,20
iot,moreover,15
iot,literature,12
iot,suitable,10
iot,issues,24
iot,implementation,19
iot,latency,13
iot,where,13
iot,processes,11
iot,framework,24
iot,only,16
iot,but,18
iot,recent,21
iot,reduce,12
iot,digital,19
iot,status,10
iot,address,10
iot,activities,10
iot,significant,18
iot,authentication,18
iot,designed,11
iot,evaluated,11
iot,fog,22
iot,physical,16
iot,lightweight,24
iot,among,22
iot,blood,13
iot,aims,13
iot,privacy,31
iot,due,30
iot,access,23
iot,levels,10
iot,storage,19
iot,demonstrated,10
iot,computational,15
iot,reserved,22
iot,processing,21
iot,increasing,19
iot,when,15
iot,advanced,16
iot,terms,20
iot,rights,22
iot,attacks,21
iot,purpose,10
iot,ml,11
iot,standard,11
iot,evaluation,13
iot,areas,10
iot,main,21
iot,they,21
iot,various,36
iot,diseases,12
iot,wearable,31
iot,goal,11
iot,them,15
iot,used,38
iot,help,13
iot,area,21
iot,current,12
iot,findings,12
iot,tracking,11
iot,will,20
iot,like,13
iot,sensing,15
iot,problem,12
iot,implemented,10
iot,development,28
iot,if,11
iot,device,25
iot,research,33
iot,world,11
iot,possible,12
iot,than,10
iot,provide,33
iot,solutions,21
iot,ehealth,11
iot,ieee,22
iot,improving,10
iot,deep,12
iot,embedded,10
iot,learning,21
iot,demonstrate,10
iot,detection,18
iot,mobile,33
iot,human,18
iot,survey,11
iot,machine,20
iot,features,10
iot,accuracy,24
iot,become,17
iot,factors,11
iot,low,15
iot,besides,11
iot,obtained,17
iot,achieved,11
iot,costs,10
iot,science,19
iot,business,12
iot,scheme,23
iot,scenarios,14
iot,cryptography,13
iot,challenging,11
iot,related,12
iot,there,18
iot,limitations,12
iot,edge,14
iot,even,12
iot,finally,10
iot,considered,10
iot,communications,10
iot,enable,13
iot,record,10
iot,enabling,16
iot,major,12
iot,integration,14
iot,problems,16
iot,via,12
iot,telemedicine,15
iot,three,14
iot,role,13
iot,conditions,15
iot,support,13
iot,vital,10
iot,further,12
iot,two,17
iot,both,34
iot,global,10
iot,mitigation,10
iot,intelligent,17
iot,attack,14
iot,protocol,15
iot,ecg,12
iot,makes,13
iot,server,18
iot,out,14
iot,sensitive,11
iot,against,16
iot,conducted,10
iot,were,13
iot,design,15
iot,presents,13
iot,able,10
iot,platform,15
iot,available,11
iot,addition,16
iot,required,10
iot,highly,10
iot,benefit,10
iot,medicine,11
iot,huge,11
iot,some,18
iot,supporting,11
iot,no,12
iot,personal,11
iot,licensee,27
iot,switzerland,27
iot,temperature,12
iot,mdpi,27
iot,basel,27
iot,case,13
iot,capabilities,10
iot,agreement,10
iot,operations,10
iot,protect,10
remote monitoring,on,22
remote monitoring,data,15
remote monitoring,healthcare,10
remote monitoring,the,27
remote monitoring,of,27
remote monitoring,can,15
remote monitoring,to,27
remote monitoring,in,26
remote monitoring,monitoring,27
remote monitoring,and,27
remote monitoring,remote,27
remote monitoring,use,14
remote monitoring,this,25
remote monitoring,methods,13
remote monitoring,with,24
remote monitoring,care,10
remote monitoring,by,20
remote monitoring,an,17
remote monitoring,are,11
remote monitoring,results,20
remote monitoring,is,21
remote monitoring,study,15
remote monitoring,home,12
remote monitoring,at,18
remote monitoring,which,10
remote monitoring,for,24
remote monitoring,that,21
remote monitoring,as,16
remote monitoring,system,12
remote monitoring,used,10
remote monitoring,patients,17
remote monitoring,using,12
remote monitoring,different,10
remote monitoring,health,17
remote monitoring,has,12
remote monitoring,we,10
remote monitoring,their,12
remote monitoring,be,17
remote monitoring,were,12
remote monitoring,monitor,10
remote monitoring,was,15
remote monitoring,sensors,10
remote monitoring,from,15
federated learning,are,10
federated learning,on,16
federated learning,federated,17
federated learning,data,16
federated learning,is,16
federated learning,medical,13
federated learning,such,11
federated learning,healthcare,13
federated learning,from,10
federated learning,model,10
federated learning,the,17
federated learning,of,17
federated learning,to,17
federated learning,for,17
federated learning,that,13
federated learning,in,17
federated learning,learning,17
federated learning,as,15
federated learning,and,17
federated learning,use,10
federated learning,this,14
federated learning,with,13
federated learning,by,14
federated learning,distributed,12
federated learning,machine,10
federated learning,privacy,12
iomt,are,16
iomt,results,10
iomt,has,14
iomt,paper,10
iomt,on,19
iomt,data,14
iomt,been,10
iomt,internet,18
iomt,is,16
iomt,medical,19
iomt,such,10
iomt,it,11
iomt,healthcare,15
iomt,based,11
iomt,from,12
iomt,model,12
iomt,the,23
iomt,of,23
iomt,to,23
iomt,devices,13
iomt,for,22
iomt,that,20
iomt,in,23
iomt,proposed,11
iomt,applications,10
iomt,as,16
iomt,and,23
iomt,we,15
iomt,things,18
iomt,remote,11
iomt,services,11
iomt,use,15
iomt,this,22
iomt,with,19
iomt,novel,10
iomt,by,16
iomt,an,12
iomt,systems,13
iomt,can,14
iomt,have,14
iomt,system,10
iomt,used,11
iomt,health,13
iomt,be,14
iomt,which,11
authentication,schemes,36
authentication,an,60
authentication,wireless,22
authentication,are,61
authentication,sensitive,18
authentication,on,47
authentication,patient,31
authentication,body,12
authentication,data,55
authentication,systems,55
authentication,through,35
authentication,is,96
authentication,medical,74
authentication,simulation,13
authentication,cryptographic,17
authentication,transmission,16
authentication,healthcare,42
authentication,key,50
authentication,networks,29
authentication,its,29
authentication,the,97
authentication,of,97
authentication,collect,12
authentication,to,97
authentication,which,53
authentication,for,94
authentication,operations,10
authentication,that,88
authentication,in,93
authentication,furthermore,19
authentication,privacy,55
authentication,due,22
authentication,sensor,16
authentication,as,55
authentication,provides,33
authentication,then,12
authentication,have,40
authentication,monitoring,21
authentication,techniques,13
authentication,and,97
authentication,agreement,25
authentication,these,31
authentication,their,38
authentication,limitations,10
authentication,during,15
authentication,elsevier,12
authentication,patients,54
authentication,biometric,17
authentication,remote,29
authentication,services,34
authentication,area,11
authentication,into,23
authentication,use,48
authentication,this,92
authentication,or,28
authentication,using,60
authentication,preserving,11
authentication,recently,26
authentication,approaches,12
authentication,security,88
authentication,analysis,53
authentication,confidentiality,12
authentication,by,56
authentication,results,32
authentication,efficiency,24
authentication,nature,24
authentication,paper,67
authentication,significant,10
authentication,features,27
authentication,images,10
authentication,show,29
authentication,computing,14
authentication,such,39
authentication,it,57
authentication,secure,52
authentication,from,38
authentication,between,23
authentication,than,14
authentication,information,67
authentication,secret,13
authentication,can,34
authentication,lightweight,22
authentication,licence,14
authentication,springer,24
authentication,various,39
authentication,random,21
authentication,proposed,73
authentication,cloud,15
authentication,cryptography,18
authentication,applications,35
authentication,system,55
authentication,under,22
authentication,we,75
authentication,effective,15
authentication,also,43
authentication,better,15
authentication,used,36
authentication,algorithm,11
authentication,suitable,17
authentication,author,14
authentication,exclusive,16
authentication,environment,12
authentication,our,54
authentication,ltd,11
authentication,terms,18
authentication,framework,11
authentication,additionally,11
authentication,with,83
authentication,health,43
authentication,function,17
authentication,novel,15
authentication,approach,14
authentication,care,17
authentication,attack,27
authentication,be,42
authentication,attacks,54
authentication,network,15
authentication,designed,10
authentication,diagnosis,15
authentication,formal,22
authentication,internet,47
authentication,al,31
authentication,hash,16
authentication,scheme,70
authentication,verification,16
authentication,devices,34
authentication,provide,31
authentication,properties,13
authentication,server,27
authentication,improve,10
authentication,access,33
authentication,informal,14
authentication,including,16
authentication,two,12
authentication,curve,17
authentication,thus,11
authentication,iot,31
authentication,application,16
authentication,things,33
authentication,users,20
authentication,compared,26
authentication,et,31
authentication,improved,17
authentication,device,13
authentication,elliptic,17
authentication,however,28
authentication,technologies,27
authentication,while,11
authentication,like,11
authentication,digital,11
authentication,other,25
authentication,protect,20
authentication,protocol,38
authentication,exchange,15
authentication,allows,10
authentication,protocols,30
authentication,has,43
authentication,automated,16
authentication,communication,34
authentication,science,18
authentication,llc,14
authentication,business,19
authentication,efficient,42
authentication,smart,35
authentication,user,42
authentication,control,10
authentication,more,32
authentication,over,30
authentication,shows,16
authentication,tool,24
authentication,part,24
authentication,anonymity,35
authentication,media,18
authentication,performance,36
authentication,computational,25
authentication,overhead,11
authentication,personal,10
authentication,telecare,44
authentication,technique,11
authentication,will,16
authentication,records,13
authentication,addition,15
authentication,technology,13
authentication,time,13
authentication,been,26
authentication,channel,16
authentication,based,41
authentication,usage,12
authentication,sensors,13
authentication,model,30
authentication,known,22
authentication,share,12
authentication,many,24
authentication,logic,14
authentication,forward,13
authentication,ban,10
authentication,storage,16
authentication,proposes,14
authentication,authenticated,16
authentication,public,24
authentication,most,29
authentication,protected,10
authentication,propose,39
authentication,via,14
authentication,vulnerable,16
authentication,ieee,33
authentication,servers,12
authentication,highly,10
authentication,threats,13
authentication,mutual,20
authentication,entities,15
authentication,at,18
authentication,oracle,14
authentication,solution,16
authentication,moreover,16
authentication,doctors,16
authentication,but,17
authentication,anonymous,13
authentication,traditional,11
authentication,present,19
authentication,all,23
authentication,cost,17
authentication,existing,32
authentication,avispa,18
authentication,computation,11
authentication,authors,13
authentication,presented,11
authentication,only,17
authentication,one,23
authentication,uses,16
authentication,critical,11
authentication,platform,13
authentication,several,17
authentication,robust,16
authentication,recent,14
authentication,after,10
authentication,ensure,20
authentication,address,13
authentication,practical,10
authentication,against,33
authentication,electronic,23
authentication,prove,12
authentication,number,14
authentication,password,15
authentication,medicine,28
authentication,tmis,39
authentication,insecure,12
authentication,overcome,10
authentication,demonstrate,12
authentication,related,15
authentication,problems,10
authentication,biometrics,13
authentication,therefore,18
authentication,new,35
authentication,compare,11
authentication,help,10
authentication,provably,10
authentication,costs,12
authentication,not,23
authentication,development,14
authentication,them,17
authentication,allow,10
authentication,evaluated,11
authentication,card,12
authentication,same,10
authentication,crucial,10
authentication,some,11
authentication,developed,10
authentication,different,19
authentication,secrecy,10
authentication,mobile,18
authentication,study,12
authentication,types,10
authentication,impersonation,16
authentication,challenges,15
authentication,well,13
authentication,besides,13
authentication,makes,11
authentication,requirements,10
authentication,high,17
authentication,experimental,13
authentication,where,13
authentication,validate,11
authentication,they,13
authentication,replay,16
authentication,session,18
authentication,proverif,12
authentication,issues,19
authentication,further,11
authentication,among,12
authentication,both,18
authentication,hence,10
authentication,since,10
authentication,untraceability,12
biometric,schemes,11
biometric,authentication,13
biometric,systems,14
biometric,is,17
biometric,medical,11
biometric,key,13
biometric,the,17
biometric,of,17
biometric,to,17
biometric,which,10
biometric,for,17
biometric,that,16
biometric,in,17
biometric,have,11
biometric,and,17
biometric,this,16
biometric,using,13
biometric,security,15
biometric,paper,11
biometric,user,10
biometric,based,12
biometric,scheme,11
biometric,proposed,10
biometric,we,16
biometric,with,10
biometric,attacks,11
biometric,been,10
wban,an,18
wban,wireless,22
wban,are,16
wban,on,18
wban,body,22
wban,data,17
wban,through,11
wban,is,23
wban,medical,11
wban,transmission,11
wban,healthcare,17
wban,networks,13
wban,the,24
wban,of,22
wban,to,24
wban,which,11
wban,for,24
wban,that,19
wban,in,24
wban,as,15
wban,have,11
wban,monitoring,14
wban,and,24
wban,remote,11
wban,services,13
wban,area,22
wban,this,22
wban,using,12
wban,by,22
wban,has,11
wban,paper,11
wban,network,19
wban,show,11
wban,it,14
wban,based,15
wban,sensors,14
wban,proposed,17
wban,under,10
wban,node,10
wban,be,12
wban,applications,12
wban,system,10
wban,we,14
wban,energy,10
wban,with,15
wban,part,10
wban,from,11
wban,different,10
wban,such,11
wban,performance,10
coronavirus,was,11
coronavirus,results,13
coronavirus,were,12
coronavirus,has,11
coronavirus,systems,10
coronavirus,is,15
coronavirus,from,15
coronavirus,the,21
coronavirus,of,21
coronavirus,to,21
coronavirus,for,21
coronavirus,in,21
coronavirus,pandemic,17
coronavirus,as,17
coronavirus,and,21
coronavirus,we,14
coronavirus,use,18
coronavirus,or,10
coronavirus,however,11
coronavirus,methods,10
coronavirus,with,13
coronavirus,on,17
coronavirus,which,10
coronavirus,that,16
coronavirus,applications,10
coronavirus,their,12
coronavirus,used,11
coronavirus,this,20
coronavirus,mobile,12
coronavirus,using,13
coronavirus,health,15
coronavirus,an,16
coronavirus,data,10
coronavirus,privacy,12
coronavirus,disease,10
robotics,the,10
robotics,of,10
robotics,to,10
robotics,in,10
robotics,and,10
robotics,use,10
robotics,by,10
telemedicine,preliminary,12
telemedicine,usability,57
telemedicine,rural,30
telemedicine,management,73
telemedicine,was,214
telemedicine,similar,22
telemedicine,years,69
telemedicine,emergency,29
telemedicine,results,279
telemedicine,were,228
telemedicine,has,180
telemedicine,method,72
telemedicine,basic,13
telemedicine,traditional,35
telemedicine,investigated,14
telemedicine,reach,13
telemedicine,been,111
telemedicine,requirements,20
telemedicine,evaluation,81
telemedicine,quality,102
telemedicine,systems,116
telemedicine,conclusion,78
telemedicine,is,346
telemedicine,medical,209
telemedicine,such,119
telemedicine,areas,43
telemedicine,project,25
telemedicine,vital,18
telemedicine,therefore,42
telemedicine,beyond,12
telemedicine,study,242
telemedicine,transmission,41
telemedicine,healthcare,127
telemedicine,physician,30
telemedicine,perception,18
telemedicine,strategies,28
telemedicine,from,237
telemedicine,professionals,28
telemedicine,new,84
telemedicine,the,454
telemedicine,resulting,15
telemedicine,any,42
telemedicine,development,77
telemedicine,of,454
telemedicine,volunteers,13
telemedicine,main,45
telemedicine,first,60
telemedicine,to,452
telemedicine,they,75
telemedicine,discussion,23
telemedicine,indicated,20
telemedicine,training,47
telemedicine,providers,40
telemedicine,for,433
telemedicine,among,72
telemedicine,in,448
telemedicine,via,59
telemedicine,daily,18
telemedicine,pandemic,104
telemedicine,need,62
telemedicine,compare,13
telemedicine,proposed,113
telemedicine,measuring,18
telemedicine,could,73
telemedicine,examination,17
telemedicine,local,15
telemedicine,as,302
telemedicine,same,28
telemedicine,improve,77
telemedicine,have,166
telemedicine,system,179
telemedicine,potential,83
telemedicine,and,454
telemedicine,second,27
telemedicine,we,208
telemedicine,global,34
telemedicine,moreover,14
telemedicine,coronavirus,36
telemedicine,patients,226
telemedicine,would,29
telemedicine,shortage,12
telemedicine,several,43
telemedicine,high,88
telemedicine,make,24
telemedicine,enabling,16
telemedicine,since,27
telemedicine,author,98
telemedicine,performed,57
telemedicine,complex,21
telemedicine,diagnoses,12
telemedicine,personal,31
telemedicine,physicians,54
telemedicine,use,341
telemedicine,our,102
telemedicine,future,78
telemedicine,cases,42
telemedicine,healthy,17
telemedicine,or,171
telemedicine,department,13
telemedicine,introduction,28
telemedicine,conducted,81
telemedicine,workflow,11
telemedicine,clinical,118
telemedicine,acceptance,43
telemedicine,even,30
telemedicine,public,33
telemedicine,most,94
telemedicine,however,111
telemedicine,affected,11
telemedicine,insights,15
telemedicine,challenge,20
telemedicine,safety,18
telemedicine,methods,201
telemedicine,toward,20
telemedicine,approaches,21
telemedicine,while,75
telemedicine,with,368
telemedicine,evaluate,59
telemedicine,approach,73
telemedicine,enabled,11
telemedicine,identified,53
telemedicine,care,179
telemedicine,protect,10
telemedicine,providing,44
telemedicine,by,331
telemedicine,purpose,33
telemedicine,people,34
telemedicine,exploring,10
telemedicine,interviews,29
telemedicine,an,297
telemedicine,network,57
telemedicine,patient,185
telemedicine,designed,28
telemedicine,yet,14
telemedicine,groups,30
telemedicine,al,36
telemedicine,resource,19
telemedicine,influenced,11
telemedicine,sample,19
telemedicine,acceptability,10
telemedicine,key,49
telemedicine,preferences,13
telemedicine,impact,53
telemedicine,model,90
telemedicine,between,129
telemedicine,how,46
telemedicine,equity,10
telemedicine,various,56
telemedicine,random,11
telemedicine,that,313
telemedicine,clinician,12
telemedicine,examining,10
telemedicine,multiple,35
telemedicine,facilitate,20
telemedicine,important,56
telemedicine,access,83
telemedicine,including,62
telemedicine,well,66
telemedicine,factors,51
telemedicine,integrated,27
telemedicine,survey,66
telemedicine,better,40
telemedicine,used,177
telemedicine,during,147
telemedicine,provision,16
telemedicine,june,21
telemedicine,conclusions,72
telemedicine,perceived,34
telemedicine,dynamic,15
telemedicine,january,11
telemedicine,participate,12
telemedicine,implementation,68
telemedicine,telehealth,84
telemedicine,availability,19
telemedicine,person,12
telemedicine,examine,19
telemedicine,attitudes,12
telemedicine,individual,12
telemedicine,et,35
telemedicine,this,381
telemedicine,ability,26
telemedicine,research,127
telemedicine,general,46
telemedicine,organization,16
telemedicine,technologies,79
telemedicine,terms,40
telemedicine,concept,16
telemedicine,different,83
telemedicine,health,228
telemedicine,policies,11
telemedicine,analysis,137
telemedicine,digital,100
telemedicine,addition,40
telemedicine,private,16
telemedicine,support,89
telemedicine,increased,45
telemedicine,within,56
telemedicine,international,24
telemedicine,on,325
telemedicine,significant,84
telemedicine,science,59
telemedicine,significantly,43
telemedicine,data,202
telemedicine,component,10
telemedicine,events,13
telemedicine,internet,48
telemedicine,continuous,24
telemedicine,pittsburgh,10
telemedicine,review,35
telemedicine,oncology,10
telemedicine,efforts,11
telemedicine,there,66
telemedicine,trends,21
telemedicine,strategy,14
telemedicine,leading,13
telemedicine,usage,45
telemedicine,more,121
telemedicine,over,94
telemedicine,infrastructure,21
telemedicine,library,13
telemedicine,national,18
telemedicine,technological,22
telemedicine,provide,89
telemedicine,crisis,10
telemedicine,innovative,24
telemedicine,participation,10
telemedicine,towards,22
telemedicine,aims,30
telemedicine,all,159
telemedicine,under,52
telemedicine,delivery,46
telemedicine,background,104
telemedicine,facilities,21
telemedicine,focusing,16
telemedicine,established,20
telemedicine,these,120
telemedicine,effective,38
telemedicine,literature,33
telemedicine,solutions,41
telemedicine,ehealth,19
telemedicine,emerging,13
telemedicine,things,13
telemedicine,platform,52
telemedicine,university,31
telemedicine,services,130
telemedicine,reserved,75
telemedicine,expansion,16
telemedicine,into,83
telemedicine,patterns,18
telemedicine,goals,11
telemedicine,current,44
telemedicine,especially,44
telemedicine,service,66
telemedicine,utilization,50
telemedicine,accessible,10
telemedicine,findings,79
telemedicine,article,41
telemedicine,conditions,52
telemedicine,legal,10
telemedicine,advanced,35
telemedicine,face,14
telemedicine,practice,55
telemedicine,deployment,19
telemedicine,recent,47
telemedicine,telerehabilitation,18
telemedicine,like,26
telemedicine,rights,76
telemedicine,trust,11
telemedicine,are,237
telemedicine,clinics,18
telemedicine,assessment,59
telemedicine,diagnosis,70
telemedicine,influence,24
telemedicine,outpatient,28
telemedicine,considering,26
telemedicine,inclusion,11
telemedicine,online,44
telemedicine,determine,37
telemedicine,its,109
telemedicine,influencing,11
telemedicine,interactions,11
telemedicine,theory,22
telemedicine,reported,51
telemedicine,at,173
telemedicine,place,10
telemedicine,practitioners,21
telemedicine,anxiety,10
telemedicine,assessed,21
telemedicine,due,65
telemedicine,disease,105
telemedicine,applications,83
telemedicine,media,39
telemedicine,many,49
telemedicine,social,39
telemedicine,considered,22
telemedicine,performance,64
telemedicine,sector,15
telemedicine,remote,99
telemedicine,unified,11
telemedicine,low,37
telemedicine,cancer,13
telemedicine,personalized,11
telemedicine,stage,11
telemedicine,effort,10
telemedicine,determined,11
telemedicine,barriers,49
telemedicine,channels,11
telemedicine,should,37
telemedicine,age,41
telemedicine,consultations,27
telemedicine,treatment,69
telemedicine,criteria,15
telemedicine,literacy,12
telemedicine,demand,17
telemedicine,consultation,34
telemedicine,video,52
telemedicine,practices,24
telemedicine,growing,12
telemedicine,be,223
telemedicine,gender,11
telemedicine,technology,157
telemedicine,family,15
telemedicine,focused,18
telemedicine,informed,10
telemedicine,perspectives,25
telemedicine,involved,22
telemedicine,design,58
telemedicine,mary,32
telemedicine,inc,41
telemedicine,final,16
telemedicine,work,68
telemedicine,included,42
telemedicine,original,11
telemedicine,addressing,16
telemedicine,distribution,19
telemedicine,can,183
telemedicine,published,46
telemedicine,which,176
telemedicine,open,14
telemedicine,stakeholders,15
telemedicine,participated,14
telemedicine,virtual,41
telemedicine,develop,22
telemedicine,provided,39
telemedicine,group,55
telemedicine,questions,20
telemedicine,both,83
telemedicine,distributed,17
telemedicine,developed,62
telemedicine,outcomes,53
telemedicine,liebert,32
telemedicine,disparities,16
telemedicine,only,49
telemedicine,ann,32
telemedicine,experts,13
telemedicine,reducing,23
telemedicine,reduce,32
telemedicine,engagement,18
telemedicine,experience,57
telemedicine,individuals,37
telemedicine,improving,25
telemedicine,paper,114
telemedicine,automated,21
telemedicine,field,41
telemedicine,ai,10
telemedicine,propose,42
telemedicine,intelligence,17
telemedicine,through,107
telemedicine,less,44
telemedicine,artificial,22
telemedicine,diagnostic,30
telemedicine,scope,12
telemedicine,aid,16
telemedicine,without,53
telemedicine,devices,69
telemedicine,personnel,14
telemedicine,evaluating,12
telemedicine,create,15
telemedicine,goal,22
telemedicine,exposure,12
telemedicine,detection,26
telemedicine,monitoring,98
telemedicine,reality,16
telemedicine,computer,32
telemedicine,algorithm,52
telemedicine,procedures,12
telemedicine,users,55
telemedicine,pilot,32
telemedicine,augmented,10
telemedicine,where,45
telemedicine,increasing,37
telemedicine,authors,82
telemedicine,when,88
telemedicine,provider,27
telemedicine,using,245
telemedicine,staff,29
telemedicine,supported,16
telemedicine,novel,46
telemedicine,image,62
telemedicine,one,109
telemedicine,least,37
telemedicine,ease,24
telemedicine,understanding,24
telemedicine,partial,13
telemedicine,adults,27
telemedicine,structural,18
telemedicine,offer,18
telemedicine,positively,10
telemedicine,comprehensive,16
telemedicine,intention,16
telemedicine,modeling,19
telemedicine,behavioral,20
telemedicine,attitude,11
telemedicine,expanding,10
telemedicine,variables,19
telemedicine,equation,11
telemedicine,usefulness,16
telemedicine,help,47
telemedicine,researchers,12
telemedicine,expanded,13
telemedicine,role,37
telemedicine,substantial,16
telemedicine,adoption,45
telemedicine,apps,10
telemedicine,internal,11
telemedicine,promote,17
telemedicine,framework,44
telemedicine,understand,12
telemedicine,will,54
telemedicine,do,13
telemedicine,respondents,16
telemedicine,selected,23
telemedicine,increase,60
telemedicine,nature,46
telemedicine,medicine,39
telemedicine,switzerland,43
telemedicine,positive,43
telemedicine,evolving,11
telemedicine,half,10
telemedicine,feedback,21
telemedicine,implemented,41
telemedicine,quantitative,17
telemedicine,advantages,18
telemedicine,than,84
telemedicine,adapt,12
telemedicine,combined,18
telemedicine,dedicated,13
telemedicine,licence,12
telemedicine,springer,48
telemedicine,likert,11
telemedicine,enhance,24
telemedicine,ag,16
telemedicine,valuable,18
telemedicine,if,32
telemedicine,then,49
telemedicine,education,39
telemedicine,their,151
telemedicine,changes,27
telemedicine,particularly,31
telemedicine,exclusive,16
telemedicine,completed,38
telemedicine,met,13
